"","x"
"74996",0
"75000",0
"75002",0
"75003",1
"75004",0
"75009",0
"75010",0
"75012",0
"75017",1
"75018",0
"75022",0
"75023",0
"75024",0
"75027",0
"75029",1
"75030",1
"75035",0
"75036",0
"75038",0
"75042",0
"75045",0
"75049",0
"75051",0
"75055",0
"75056",0
"75059",0
"75065",0
"75075",0
"75076",0
"75079",1
"75083",0
"75089",0
"75091",0
"75093",0
"75094",1
"75100",1
"75104",1
"75116",0
"75120",0
"75121",1
"75122",0
"75123",0
"75127",1
"75128",0
"75129",0
"75130",0
"75131",0
"75133",1
"75135",0
"75137",0
"75141",0
"75142",0
"75143",0
"75146",0
"75148",0
"75150",0
"75151",0
"75154",1
"75158",0
"75161",1
"75162",0
"75167",0
"75168",0
"75169",0
"75172",0
"75176",0
"75178",0
"75179",0
"75180",0
"75181",1
"75183",0
"75186",0
"75189",0
"75190",0
"75192",0
"75195",1
"75197",0
"75200",0
"75201",0
"75202",0
"75203",0
"75204",0
"75206",0
"75209",0
"75210",0
"75212",0
"75213",1
"75215",0
"75218",0
"75220",0
"75222",0
"75224",0
"75225",0
"75230",0
"75233",0
"75236",1
"75239",0
"75241",1
"75242",0
"75244",0
"75245",0
"75248",1
"75249",0
"75253",0
"75255",1
"75259",0
"75260",1
"75261",0
"75268",1
"75271",0
"75272",0
"75273",0
"75274",0
"75275",0
"75278",0
"75281",0
"75282",0
"75284",0
"75287",0
"75288",0
"75289",1
"75293",0
"75300",0
"75303",0
"75308",1
"75309",1
"75311",0
"75313",0
"75314",0
"75315",0
"75316",0
"75318",1
"75321",0
"75322",1
"75325",0
"75326",0
"75327",0
"75328",0
"75329",0
"75330",0
"75333",1
"75335",0
"75336",0
"75342",0
"75343",0
"75346",1
"75349",1
"75353",0
"75356",0
"75361",0
"75362",1
"75363",0
"75364",0
"75369",0
"75371",0
"75372",0
"75373",0
"75380",1
"75381",1
"75382",1
"75383",0
"75384",1
"75385",0
"75386",0
"75387",0
"75388",0
"75393",0
"75396",0
"75398",0
"75399",1
"75400",1
"75401",0
"75403",0
"75404",0
"75405",0
"75409",0
"75411",0
"75412",0
"75413",0
"75418",1
"75420",0
"75425",0
"75428",0
"75433",0
"75437",0
"75440",0
"75441",0
"75442",0
"75443",0
"75445",1
"75446",0
"75448",0
"75454",0
"75456",0
"75457",0
"75459",1
"75460",0
"75465",0
"75466",0
"75468",0
"75469",0
"75471",1
"75472",0
"75473",1
"75474",0
"75476",0
"75477",0
"75482",0
"75484",0
"75485",0
"75486",0
"75489",1
"75490",0
"75496",0
"75497",0
"75498",1
"75502",0
"75503",0
"75507",1
"75508",0
"75509",0
"75512",0
"75513",0
"75515",1
"75522",0
"75524",0
"75527",1
"75531",0
"75533",0
"75537",0
"75539",0
"75542",0
"75543",0
"75550",0
"75552",1
"75556",0
"75559",0
"75562",1
"75563",0
"75564",0
"75565",0
"75566",0
"75567",0
"75574",0
"75576",0
"75577",0
"75578",0
"75581",0
"75583",0
"75588",1
"75589",0
"75590",1
"75591",0
"75592",0
"75598",0
"75599",0
"75600",0
"75601",1
"75604",0
"75605",0
"75606",0
"75607",0
"75608",1
"75615",0
"75618",0
"75621",0
"75622",0
"75627",0
"75628",1
"75629",1
"75630",0
"75632",0
"75636",0
"75638",0
"75639",1
"75641",1
"75644",0
"75647",0
"75648",0
"75657",0
"75659",1
"75660",1
"75661",0
"75664",0
"75665",0
"75667",0
"75672",0
"75673",0
"75676",0
"75677",1
"75679",1
"75682",0
"75687",0
"75688",0
"75689",0
"75690",0
"75692",0
"75693",0
"75694",0
"75695",0
"75696",1
"75698",0
"75700",0
"75701",0
"75702",0
"75703",0
"75706",0
"75711",1
"75712",1
"75717",0
"75718",1
"75726",0
"75728",0
"75732",0
"75733",0
"75738",0
"75744",0
"75752",0
"75753",0
"75755",0
"75757",0
"75758",1
"75759",0
"75760",0
"75761",0
"75768",0
"75777",0
"75779",0
"75784",0
"75789",0
"75793",0
"75796",0
"75801",1
"75802",0
"75804",0
"75805",0
"75806",0
"75808",0
"75809",1
"75810",0
"75811",0
"75813",0
"75815",1
"75816",0
"75818",0
"75819",0
"75821",1
"75822",0
"75828",0
"75831",0
"75832",0
"75834",0
"75836",1
"75841",1
"75843",1
"75844",1
"75848",0
"75849",0
"75854",1
"75859",0
"75860",0
"75862",0
"75866",1
"75867",1
"75868",1
"75876",0
"75877",0
"75881",0
"75882",0
"75883",0
"75885",0
"75886",0
"75888",0
"75889",0
"75890",0
"75896",0
"75898",0
"75899",1
"75900",0
"75904",0
"75906",1
"75908",0
"75909",0
"75910",0
"75912",0
"75916",0
"75917",0
"75918",1
"75919",0
"75924",0
"75925",0
"75926",0
"75929",0
"75931",1
"75932",1
"75933",0
"75935",0
"75939",1
"75940",0
"75941",1
"75943",0
"75945",1
"75947",0
"75950",1
"75952",0
"75955",0
"75956",0
"75961",0
"75962",0
"75965",0
"75973",1
"75976",0
"75977",0
"75978",0
"75979",1
"75980",0
"75981",0
"75983",0
"75984",0
"75987",0
"75988",0
"75990",0
"75997",0
"76002",0
"76005",0
"76007",1
"76009",0
"76010",1
"76011",0
"76013",1
"76014",0
"76019",0
"76020",0
"76021",1
"76027",0
"76031",0
"76032",0
"76033",0
"76036",0
"76037",0
"76041",0
"76048",0
"76050",1
"76051",0
"76054",1
"76056",0
"76057",0
"76059",0
"76061",0
"76065",0
"76067",0
"76069",1
"76070",0
"76071",0
"76072",0
"76073",0
"76076",0
"76078",0
"76079",0
"76090",0
"76092",1
"76093",0
"76095",1
"76096",0
"76098",0
"76102",0
"76103",1
"76107",0
"76108",0
"76111",0
"76113",0
"76116",0
"76119",0
"76123",1
"76127",0
"76128",0
"76132",0
"76136",0
"76137",0
"76141",1
"76145",0
"76151",1
"76153",0
"76156",0
"76159",0
"76161",0
"76163",0
"76164",0
"76167",1
"76172",0
"76174",0
"76176",0
"76177",0
"76178",0
"76180",0
"76181",0
"76183",0
"76184",1
"76185",1
"76189",0
"76192",1
"76196",0
"76198",0
"76199",0
"76200",0
"76202",0
"76203",0
"76208",0
"76209",0
"76210",0
"76211",0
"76218",0
"76220",0
"76221",0
"76226",0
"76231",1
"76232",0
"76235",0
"76236",0
"76238",0
"76245",0
"76246",0
"76247",1
"76254",0
"76255",1
"76256",1
"76258",0
"76259",1
"76260",0
"76263",0
"76264",1
"76265",0
"76266",0
"76270",0
"76272",1
"76273",0
"76276",0
"76278",0
"76279",0
"76280",0
"76287",0
"76290",0
"76291",0
"76293",1
"76297",0
"76298",1
"76299",0
"76300",0
"76311",1
"76312",0
"76313",0
"76315",0
"76316",0
"76321",1
"76328",1
"76333",1
"76336",0
"76337",1
"76342",0
"76345",1
"76346",0
"76347",0
"76350",0
"76351",0
"76352",1
"76354",0
"76359",0
"76361",0
"76362",0
"76363",1
"76364",0
"76373",1
"76374",1
"76375",0
"76380",0
"76383",0
"76384",0
"76387",1
"76390",0
"76393",1
"76394",0
"76395",0
"76396",0
"76398",0
"76399",0
"76400",0
"76402",1
"76407",1
"76409",0
"76410",0
"76411",0
"76412",1
"76414",1
"76419",1
"76421",1
"76422",0
"76425",1
"76427",0
"76428",0
"76430",0
"76431",0
"76432",0
"76433",0
"76436",0
"76441",0
"76442",0
"76449",1
"76452",0
"76455",0
"76459",1
"76460",1
"76468",0
"76469",0
"76470",1
"76472",0
"76473",0
"76477",1
"76479",1
"76480",0
"76483",0
"76488",1
"76489",0
"76490",1
"76492",0
"76493",0
"76499",1
"76501",0
"76502",0
"76504",0
"76509",0
"76512",0
"76514",1
"76515",0
"76517",1
"76519",0
"76523",1
"76526",0
"76528",0
"76529",0
"76533",1
"76535",1
"76537",1
"76543",0
"76545",0
"76552",0
"76553",1
"76555",0
"76556",0
"76558",0
"76560",0
"76562",0
"76563",0
"76564",0
"76566",0
"76568",0
"76574",1
"76575",1
"76577",0
"76578",0
"76580",1
"76581",1
"76582",0
"76584",0
"76586",0
"76587",1
"76588",0
"76593",0
"76594",0
"76598",1
"76599",0
"76600",1
"76601",1
"76603",0
"76605",1
"76607",1
"76610",0
"76612",0
"76617",1
"76619",0
"76620",0
"76622",0
"76625",1
"76626",0
"76628",0
"76629",0
"76634",0
"76635",1
"76639",0
"76640",0
"76641",0
"76650",0
"76654",0
"76658",0
"76659",1
"76660",0
"76663",0
"76666",0
"76667",0
"76668",0
"76673",0
"76675",1
"76676",1
"76678",1
"76687",0
"76688",0
"76692",0
"76693",0
"76697",1
"76701",0
"76703",0
"76704",0
"76706",0
"76707",0
"76712",0
"76714",0
"76721",1
"76728",0
"76732",0
"76733",0
"76735",0
"76736",0
"76738",0
"76740",0
"76744",0
"76748",0
"76749",0
"76753",1
"76754",0
"76757",0
"76758",1
"76759",1
"76760",0
"76761",1
"76764",0
"76765",0
"76767",0
"76774",0
"76775",0
"76780",0
"76781",1
"76786",0
"76792",0
"76794",1
"76797",1
"76799",0
"76800",1
"76801",1
"76804",0
"76805",0
"76807",0
"76819",0
"76821",0
"76826",0
"76827",1
"76832",0
"76833",0
"76835",0
"76837",0
"76838",0
"76839",1
"76841",0
"76845",0
"76847",0
"76852",0
"76853",0
"76858",0
"76860",0
"76861",1
"76866",0
"76871",1
"76874",0
"76875",0
"76880",0
"76885",0
"76886",0
"76887",0
"76888",0
"76890",0
"76891",0
"76892",0
"76893",1
"76894",0
"76895",0
"76897",1
"76903",1
"76905",0
"76906",0
"76907",0
"76913",0
"76914",0
"76915",0
"76917",0
"76919",0
"76920",0
"76926",0
"76927",1
"76928",0
"76930",0
"76934",0
"76935",0
"76939",0
"76940",0
"76943",0
"76946",0
"76950",0
"76951",1
"76952",1
"76953",1
"76960",0
"76961",0
"76964",0
"76965",0
"76967",0
"76968",0
"76974",0
"76975",0
"76976",0
"76978",0
"76981",0
"76984",0
"76986",0
"76987",0
"76993",0
"76994",0
"76999",0
"77002",0
"77004",0
"77009",0
"77010",0
"77012",0
"77013",1
"77014",0
"77016",0
"77020",0
"77021",0
"77022",0
"77023",0
"77029",0
"77032",0
"77035",0
"77036",0
"77038",1
"77040",0
"77043",0
"77045",0
"77046",1
"77048",0
"77054",0
"77060",0
"77062",0
"77064",0
"77069",0
"77071",0
"77073",1
"77074",1
"77075",1
"77076",1
"77084",0
"77086",0
"77088",1
"77091",0
"77093",0
"77097",0
"77098",0
"77101",1
"77102",0
"77103",0
"77105",1
"77108",0
"77109",0
"77111",1
"77112",0
"77114",0
"77120",0
"77121",1
"77130",0
"77133",0
"77142",0
"77143",0
"77145",0
"77146",1
"77149",1
"77150",1
"77151",0
"77152",0
"77158",1
"77159",0
"77163",0
"77165",0
"77166",0
"77167",0
"77169",1
"77172",1
"77174",0
"77175",0
"77176",0
"77185",0
"77186",0
"77190",0
"77191",0
"77192",1
"77198",1
"77200",0
"77207",0
"77209",0
"77211",0
"77217",0
"77221",1
"77225",1
"77226",0
"77232",0
"77236",0
"77240",0
"77241",1
"77247",0
"77249",1
"77252",0
"77257",0
"77262",1
"77264",0
"77265",0
"77267",1
"77275",0
"77277",0
"77278",0
"77282",0
"77285",0
"77287",0
"77288",0
"77291",0
"77292",1
"77299",0
"77301",0
"77302",0
"77303",0
"77304",1
"77309",0
"77313",0
"77317",1
"77319",0
"77325",0
"77327",0
"77328",0
"77329",0
"77331",0
"77339",0
"77340",0
"77341",0
"77342",0
"77345",1
"77348",0
"77349",1
"77350",0
"77351",0
"77361",0
"77362",0
"77363",0
"77367",0
"77368",0
"77372",1
"77373",1
"77375",0
"77376",0
"77380",0
"77385",1
"77387",0
"77392",0
"77394",0
"77396",0
"77397",0
"77401",0
"77402",0
"77404",1
"77408",0
"77409",0
"77410",0
"77411",0
"77414",1
"77416",0
"77417",0
"77420",0
"77423",0
"77425",0
"77426",0
"77428",0
"77434",0
"77436",0
"77438",0
"77443",0
"77446",0
"77448",0
"77450",0
"77457",0
"77463",0
"77464",1
"77466",0
"77468",0
"77469",1
"77470",0
"77471",0
"77472",1
"77474",1
"77476",1
"77479",1
"77481",0
"77483",0
"77484",0
"77485",0
"77486",1
"77491",0
"77492",0
"77493",0
"77502",0
"77503",0
"77508",1
"77509",0
"77512",1
"77519",0
"77526",1
"77527",0
"77528",0
"77532",0
"77533",0
"77534",1
"77536",0
"77537",0
"77538",1
"77540",0
"77544",1
"77545",0
"77546",0
"77551",0
"77557",0
"77558",0
"77560",0
"77561",0
"77564",1
"77570",1
"77571",1
"77573",0
"77577",0
"77579",0
"77581",0
"77582",0
"77583",0
"77585",0
"77586",0
"77590",0
"77593",0
"77594",0
"77598",0
"77599",0
"77600",0
"77601",1
"77602",0
"77608",1
"77614",0
"77617",0
"77618",0
"77619",0
"77620",0
"77621",1
"77624",0
"77625",1
"77635",0
"77636",0
"77642",0
"77646",0
"77650",1
"77652",1
"77654",0
"77655",1
"77658",0
"77659",0
"77664",0
"77665",0
"77666",0
"77667",0
"77669",0
"77670",0
"77671",0
"77672",0
"77673",0
"77675",0
"77678",0
"77681",0
"77684",1
"77685",0
"77686",0
"77689",0
"77690",0
"77691",1
"77698",0
"77701",1
"77702",0
"77703",0
"77708",1
"77710",0
"77712",0
"77713",1
"77714",0
"77715",0
"77717",1
"77718",0
"77719",0
"77720",0
"77727",0
"77730",0
"77733",1
"77735",1
"77736",0
"77738",0
"77742",1
"77746",0
"77749",0
"77751",0
"77752",0
"77753",1
"77756",0
"77760",0
"77761",0
"77764",0
"77765",1
"77768",0
"77769",0
"77770",0
"77774",1
"77779",0
"77782",1
"77787",0
"77788",1
"77790",0
"77793",1
"77794",0
"77796",0
"77800",0
"77802",1
"77804",0
"77805",0
"77807",0
"77808",0
"77812",1
"77818",1
"77822",0
"77823",0
"77824",0
"77826",0
"77827",1
"77830",0
"77831",0
"77832",1
"77833",0
"77835",0
"77836",0
"77837",1
"77841",0
"77845",0
"77847",0
"77848",1
"77852",0
"77856",1
"77857",0
"77862",0
"77863",1
"77865",1
"77866",0
"77867",0
"77870",0
"77872",0
"77875",0
"77876",0
"77878",1
"77880",1
"77882",0
"77884",0
"77886",0
"77890",0
"77895",1
"77896",0
"77898",0
"77900",0
"77908",0
"77909",1
"77910",0
"77912",0
"77918",1
"77919",0
"77920",0
"77921",0
"77922",0
"77923",0
"77924",0
"77927",0
"77929",0
"77930",0
"77934",0
"77935",1
"77939",0
"77943",0
"77951",0
"77952",0
"77958",0
"77959",0
"77960",1
"77961",0
"77965",0
"77966",0
"77970",0
"77973",0
"77976",0
"77977",0
"77980",0
"77981",0
"77982",1
"77989",0
"77991",0
"77992",1
"77993",0
"78002",0
"78012",0
"78015",0
"78016",1
"78017",0
"78018",0
"78019",0
"78020",0
"78021",0
"78023",0
"78028",0
"78029",0
"78031",0
"78032",0
"78035",0
"78036",1
"78040",0
"78041",0
"78044",0
"78045",0
"78046",1
"78052",0
"78053",1
"78054",1
"78055",0
"78056",0
"78058",1
"78059",0
"78065",0
"78066",0
"78067",0
"78069",0
"78070",0
"78075",1
"78076",0
"78080",0
"78082",0
"78084",0
"78085",0
"78086",0
"78087",0
"78088",0
"78092",0
"78093",1
"78096",0
"78099",0
"78101",0
"78102",1
"78103",0
"78107",0
"78108",0
"78111",1
"78113",0
"78115",0
"78116",1
"78120",0
"78122",0
"78123",0
"78126",0
"78127",1
"78129",0
"78136",1
"78137",1
"78140",1
"78142",1
"78143",0
"78144",0
"78148",0
"78155",1
"78157",0
"78161",1
"78165",1
"78168",1
"78172",0
"78173",0
"78174",0
"78177",0
"78179",1
"78182",1
"78183",0
"78185",0
"78186",0
"78187",0
"78193",1
"78194",0
"78195",0
"78196",0
"78199",0
"78200",0
"78204",0
"78205",0
"78206",0
"78208",0
"78209",0
"78211",0
"78212",1
"78215",1
"78217",0
"78219",0
"78220",0
"78226",1
"78227",0
"78228",0
"78232",0
"78235",0
"78242",0
"78248",0
"78249",0
"78252",0
"78258",0
"78259",0
"78260",0
"78262",0
"78268",0
"78269",1
"78270",0
"78271",1
"78272",0
"78274",0
"78275",0
"78276",0
"78277",0
"78279",0
"78281",0
"78282",0
"78290",0
"78301",0
"78305",0
"78306",0
"78308",0
"78310",0
"78314",0
"78315",0
"78316",0
"78318",0
"78319",1
"78325",0
"78327",1
"78328",1
"78329",0
"78330",1
"78337",0
"78339",0
"78341",0
"78345",0
"78347",0
"78351",0
"78356",1
"78357",0
"78358",0
"78360",1
"78361",1
"78362",0
"78363",0
"78365",0
"78367",0
"78369",0
"78375",0
"78377",0
"78378",1
"78379",0
"78382",0
"78383",0
"78387",0
"78388",0
"78389",0
"78391",0
"78392",0
"78395",0
"78397",0
"78398",0
"78399",0
"78404",0
"78409",0
"78410",0
"78412",1
"78414",1
"78416",0
"78418",0
"78419",0
"78420",1
"78421",0
"78422",0
"78423",0
"78424",0
"78426",0
"78428",1
"78431",0
"78432",1
"78438",0
"78440",0
"78442",0
"78444",0
"78445",0
"78450",0
"78451",0
"78457",0
"78461",0
"78462",0
"78465",1
"78467",1
"78470",0
"78474",0
"78477",0
"78479",1
"78480",0
"78485",0
"78487",0
"78489",1
"78491",0
"78496",0
"78499",0
"78500",0
"78501",0
"78502",1
"78503",0
"78505",1
"78506",0
"78507",0
"78508",0
"78509",0
"78510",1
"78511",0
"78513",0
"78515",0
"78516",0
"78517",1
"78520",0
"78521",0
"78528",0
"78529",0
"78531",0
"78532",0
"78539",0
"78543",1
"78546",0
"78548",0
"78555",0
"78556",0
"78557",0
"78559",0
"78561",0
"78562",1
"78563",0
"78566",0
"78570",0
"78577",0
"78579",0
"78582",0
"78583",1
"78586",0
"78588",0
"78590",0
"78592",1
"78593",0
"78594",0
"78597",0
"78598",1
"78599",0
"78600",0
"78601",0
"78606",0
"78607",0
"78609",0
"78611",1
"78616",1
"78617",1
"78620",0
"78621",0
"78622",0
"78623",1
"78625",0
"78629",1
"78631",0
"78632",0
"78634",0
"78638",0
"78639",0
"78641",0
"78643",1
"78644",0
"78648",0
"78653",0
"78657",0
"78661",0
"78663",0
"78664",0
"78665",0
"78666",1
"78670",0
"78676",0
"78680",0
"78682",0
"78684",0
"78685",0
"78687",0
"78688",0
"78689",0
"78690",0
"78696",1
"78700",0
"78702",0
"78703",1
"78706",0
"78707",0
"78709",1
"78710",1
"78711",0
"78712",0
"78715",0
"78716",1
"78719",0
"78722",0
"78729",1
"78730",0
"78732",0
"78738",0
"78739",0
"78744",0
"78752",0
"78756",0
"78759",0
"78761",0
"78763",0
"78765",0
"78766",0
"78773",0
"78774",0
"78775",0
"78777",0
"78779",0
"78782",0
"78786",1
"78788",0
"78790",0
"78799",1
"78800",0
"78801",1
"78803",0
"78804",0
"78806",0
"78808",0
"78810",0
"78812",0
"78813",0
"78815",0
"78816",0
"78822",0
"78823",0
"78825",1
"78826",0
"78827",1
"78828",1
"78830",0
"78833",0
"78834",0
"78835",0
"78836",0
"78839",0
"78840",0
"78841",0
"78845",0
"78849",0
"78850",0
"78854",0
"78855",0
"78859",0
"78861",1
"78863",0
"78865",1
"78867",1
"78871",0
"78873",1
"78874",0
"78875",0
"78881",0
"78882",0
"78883",0
"78885",0
"78886",1
"78888",0
"78902",0
"78906",0
"78907",0
"78908",0
"78915",0
"78923",0
"78931",0
"78932",0
"78935",0
"78936",0
"78941",0
"78942",1
"78943",0
"78945",0
"78948",0
"78949",0
"78951",1
"78952",1
"78956",0
"78959",0
"78960",0
"78961",0
"78962",0
"78963",0
"78969",0
"78970",0
"78971",0
"78972",1
"78975",1
"78977",0
"78979",0
"78980",0
"78982",0
"78989",0
"78992",0
"78995",1
"78996",0
"79000",0
"79001",0
"79002",0
"79003",1
"79013",1
"79015",0
"79019",0
"79023",0
"79025",0
"79032",0
"79033",0
"79034",0
"79036",0
"79037",0
"79041",0
"79042",0
"79046",1
"79047",1
"79048",0
"79049",0
"79051",0
"79053",0
"79054",0
"79056",0
"79058",1
"79061",0
"79069",1
"79071",0
"79072",1
"79073",0
"79081",0
"79084",0
"79085",0
"79092",0
"79093",0
"79095",0
"79100",0
"79101",0
"79106",1
"79108",0
"79117",0
"79121",1
"79122",0
"79123",0
"79125",0
"79129",1
"79132",0
"79133",0
"79134",0
"79135",0
"79137",0
"79139",0
"79141",1
"79145",0
"79146",1
"79147",0
"79148",0
"79149",1
"79150",0
"79154",1
"79158",1
"79159",1
"79161",0
"79163",0
"79164",0
"79174",1
"79175",1
"79176",1
"79180",0
"79181",0
"79182",0
"79183",1
"79192",0
"79194",1
"79201",0
"79205",0
"79209",1
"79211",1
"79212",1
"79215",1
"79218",0
"79219",0
"79225",0
"79230",0
"79231",0
"79232",0
"79235",0
"79237",1
"79240",0
"79244",0
"79247",1
"79249",0
"79251",0
"79253",0
"79255",0
"79257",1
"79262",1
"79263",0
"79264",0
"79266",0
"79269",0
"79270",1
"79273",0
"79274",0
"79276",1
"79281",0
"79286",1
"79288",0
"79294",0
"79295",0
"79298",0
"79300",0
"79303",0
"79308",1
"79312",0
"79315",0
"79317",0
"79319",0
"79323",1
"79328",0
"79333",0
"79340",1
"79342",1
"79344",0
"79346",1
"79349",0
"79353",1
"79357",0
"79358",0
"79361",1
"79365",0
"79367",0
"79373",0
"79376",0
"79379",0
"79380",0
"79381",0
"79383",0
"79384",0
"79397",0
"79398",0
"79401",0
"79402",0
"79403",0
"79404",0
"79406",0
"79407",1
"79413",0
"79414",0
"79416",0
"79417",0
"79419",0
"79422",0
"79423",0
"79425",0
"79430",1
"79431",0
"79432",0
"79433",0
"79434",0
"79435",0
"79437",0
"79445",0
"79446",1
"79449",0
"79450",0
"79451",0
"79452",0
"79453",0
"79454",1
"79460",1
"79461",0
"79462",0
"79463",0
"79464",0
"79467",0
"79469",0
"79476",0
"79477",0
"79478",0
"79483",0
"79485",0
"79488",0
"79489",1
"79490",0
"79491",0
"79500",0
"79506",0
"79507",0
"79510",0
"79511",0
"79514",0
"79515",0
"79516",0
"79517",0
"79523",0
"79524",0
"79526",0
"79528",1
"79529",0
"79530",0
"79531",1
"79532",0
"79534",0
"79535",0
"79536",1
"79537",0
"79545",0
"79547",0
"79548",0
"79549",0
"79551",0
"79552",0
"79553",0
"79554",0
"79558",0
"79560",1
"79561",0
"79566",1
"79567",0
"79568",0
"79571",0
"79573",0
"79574",0
"79576",1
"79578",0
"79580",0
"79582",0
"79587",0
"79588",0
"79590",0
"79591",0
"79592",0
"79593",0
"79596",0
"79598",0
"79600",0
"79607",0
"79609",0
"79616",0
"79618",1
"79619",1
"79621",0
"79626",0
"79628",0
"79633",0
"79635",1
"79636",0
"79637",1
"79638",1
"79639",0
"79642",1
"79645",0
"79646",0
"79648",0
"79649",0
"79650",0
"79651",0
"79657",0
"79660",0
"79668",0
"79670",0
"79673",0
"79674",0
"79675",1
"79677",0
"79678",1
"79682",0
"79683",0
"79686",0
"79695",0
"79696",0
"79697",0
"79699",1
"79701",0
"79703",0
"79704",0
"79705",0
"79712",0
"79713",1
"79714",0
"79716",0
"79718",0
"79721",0
"79723",0
"79727",0
"79728",1
"79732",0
"79735",1
"79739",0
"79740",0
"79744",0
"79746",0
"79747",0
"79748",0
"79750",0
"79756",0
"79757",1
"79758",0
"79759",0
"79761",0
"79762",0
"79767",1
"79771",0
"79772",0
"79773",0
"79774",0
"79775",0
"79778",0
"79784",0
"79786",1
"79787",0
"79791",0
"79792",1
"79794",0
"79799",0
"79800",1
"79801",0
"79802",0
"79804",0
"79805",0
"79806",0
"79807",0
"79809",0
"79814",0
"79815",0
"79816",1
"79817",1
"79819",0
"79822",0
"79823",0
"79824",0
"79825",1
"79828",0
"79830",0
"79832",0
"79833",0
"79837",0
"79838",0
"79840",0
"79843",0
"79845",0
"79848",0
"79852",0
"79855",0
"79856",0
"79857",0
"79861",0
"79863",0
"79866",0
"79868",0
"79869",0
"79873",0
"79874",0
"79879",0
"79880",0
"79885",0
"79887",1
"79888",1
"79890",1
"79893",1
"79895",0
"79903",0
"79904",0
"79907",0
"79909",1
"79912",0
"79913",0
"79923",0
"79924",0
"79926",0
"79930",0
"79931",1
"79939",1
"79941",0
"79942",0
"79943",0
"79944",0
"79947",0
"79948",0
"79950",0
"79953",0
"79955",1
"79963",0
"79966",0
"79968",0
"79970",1
"79974",1
"79975",0
"79977",1
"79979",1
"79981",0
"79985",0
"79995",0
"79997",0
"79999",0
"80002",0
"80006",0
"80007",0
"80008",0
"80012",0
"80016",0
"80018",0
"80019",0
"80024",1
"80026",1
"80027",0
"80029",0
"80031",0
"80034",0
"80036",1
"80037",0
"80039",0
"80043",0
"80046",1
"80047",0
"80051",0
"80056",1
"80059",0
"80061",0
"80062",0
"80063",1
"80068",0
"80069",0
"80070",0
"80072",1
"80080",0
"80082",0
"80083",0
"80084",0
"80086",1
"80087",1
"80088",0
"80090",0
"80091",0
"80092",0
"80100",0
"80102",1
"80103",0
"80104",0
"80108",0
"80110",0
"80111",0
"80113",0
"80114",0
"80117",0
"80119",0
"80121",1
"80122",0
"80124",0
"80131",1
"80132",0
"80134",0
"80137",0
"80139",0
"80141",1
"80145",0
"80148",0
"80149",0
"80151",1
"80154",1
"80160",1
"80163",1
"80166",0
"80167",0
"80168",0
"80170",1
"80171",0
"80172",0
"80173",1
"80175",0
"80179",1
"80184",0
"80187",1
"80191",0
"80192",1
"80193",0
"80196",1
"80197",0
"80198",0
"80199",0
"80200",0
"80202",0
"80205",1
"80206",1
"80209",0
"80216",0
"80219",0
"80221",0
"80222",0
"80225",0
"80229",1
"80230",0
"80232",0
"80235",0
"80236",0
"80238",0
"80242",0
"80243",1
"80244",0
"80249",0
"80250",0
"80252",0
"80257",0
"80260",0
"80261",0
"80262",0
"80263",0
"80267",0
"80268",0
"80269",0
"80270",1
"80274",0
"80275",0
"80276",0
"80278",0
"80279",0
"80282",0
"80283",1
"80285",0
"80287",0
"80291",0
"80292",0
"80293",1
"80294",0
"80296",1
"80297",0
"80299",0
"80302",0
"80306",1
"80307",0
"80310",0
"80312",0
"80315",0
"80316",0
"80317",0
"80318",0
"80319",0
"80322",0
"80326",1
"80328",0
"80331",0
"80332",0
"80335",0
"80337",0
"80338",0
"80341",1
"80350",0
"80352",1
"80355",0
"80356",0
"80360",0
"80366",0
"80367",0
"80368",0
"80369",0
"80371",0
"80374",0
"80376",0
"80379",1
"80383",1
"80385",0
"80391",0
"80392",1
"80393",1
"80406",0
"80407",0
"80411",0
"80412",0
"80413",1
"80417",0
"80419",0
"80423",1
"80425",1
"80426",0
"80431",0
"80432",0
"80433",0
"80435",0
"80438",1
"80439",0
"80442",0
"80443",0
"80444",0
"80446",0
"80449",0
"80452",0
"80455",0
"80457",0
"80459",0
"80463",0
"80464",0
"80466",0
"80467",1
"80471",1
"80473",0
"80474",0
"80477",0
"80480",0
"80482",0
"80483",0
"80486",0
"80487",0
"80488",0
"80491",0
"80492",0
"80496",0
"80500",1
"80506",0
"80507",0
"80514",0
"80517",0
"80519",0
"80520",0
"80530",0
"80532",0
"80534",0
"80536",0
"80543",1
"80546",0
"80548",0
"80549",0
"80551",0
"80552",0
"80554",0
"80556",1
"80557",0
"80558",1
"80564",0
"80567",0
"80573",0
"80576",0
"80578",0
"80580",0
"80584",0
"80585",0
"80587",1
"80593",0
"80594",0
"80595",1
"80596",1
"80599",1
"80604",1
"80607",0
"80610",0
"80612",0
"80616",1
"80620",0
"80621",0
"80622",0
"80628",0
"80631",0
"80641",1
"80644",1
"80648",0
"80652",1
"80653",0
"80654",1
"80659",1
"80661",0
"80663",0
"80665",0
"80670",0
"80671",0
"80674",0
"80675",0
"80676",1
"80678",0
"80683",0
"80688",0
"80690",0
"80701",0
"80704",1
"80707",0
"80713",0
"80714",0
"80715",0
"80716",1
"80717",0
"80718",1
"80723",1
"80724",0
"80725",0
"80726",0
"80727",0
"80729",1
"80731",0
"80732",0
"80734",0
"80738",0
"80740",0
"80742",0
"80744",0
"80746",0
"80748",0
"80749",0
